variance,skewness,curtosis,entropy,class
1.0762859521685635,1.1578299979985334,-1.0355004350542598,0.334592273787987,0
1.4102110572099136,1.0649111057293592,-0.9373959162901833,-0.1444255960340497,0
1.1645811979460232,-0.9484309319546484,0.29567688221625504,0.5957537734031104,0
1.0166758230634863,1.3174522458569682,-1.374210013890141,-1.1506316267317365,0
-0.11315650031865929,-1.2869597776812627,1.0405622389118938,0.07891882751292545,0
1.34608500923324,1.3452142569821073,-1.359974026940149,-0.9468233517899691,0
1.0653032374728402,0.10451321079962607,-0.040618768397671146,0.8117650629084209,0
0.5237542463909576,-1.7257113467918523,2.1354953221525976,0.26136946753025586,0
0.9251291156984769,0.6161354010581486,-0.4576628501285392,0.256485430378954,0
0.3226694108764974,1.2530592858244303,-0.8848409288937692,0.19851875176388864,0
0.21034947670214293,1.1786608224535036,-0.8684385961035608,0.16495810227590874,0
1.2093429858012903,-0.9611567397388567,0.4280209190003722,0.9527179032073463,0
0.45406458636447655,0.9708370156818235,-0.2023744667579184,-0.9224267604158328,0
-0.8017582608001212,1.5634348437590408,0.4706726111272262,-0.8400351771677833,0
0.9976728364518072,1.1690093313375156,-1.0873239290500811,0.27540340616597747,0
1.4573933775803567,-1.0883961853587063,0.7360921780960529,1.2425465774061986,0
0.7331844999801286,0.11414606969338241,-0.1411428422560152,0.8221371533997847,0
0.058199138080305184,0.07365825078403507,0.9764440289138065,0.8294561308120255,0
0.2909857240733746,-1.3659976643878673,2.101509013386609,-0.4495009601226182,0
1.6618019293843123,1.5977553971097165,-1.4703732617064915,-1.389831475233663,0
1.858479228080094,1.013262585703261,-0.9826922384037947,0.31567429800096347,0
-0.11317095125904839,-1.2869597776812627,1.0405622389118938,0.07891882751292545,0
1.1899425983289105,1.4365866748060556,-1.321401817239676,-1.3501457240815382,0
0.10599201068218794,1.198709093574745,-0.7192139423826942,-0.23776497270337504,0
1.369712296769434,1.3853107992245903,-1.562231952203971,-1.2232551356771824,0
0.022848525153445806,-1.4812752233350055,2.0998209516929336,-0.8095040463765532,0
0.18090568565933215,-1.1539443431696053,1.3235657818565016,0.24550460482235537,0
-0.3701592496687791,1.106554122417068,0.3626929314551511,-1.2195744120269258,0
2.139044235734657,1.3725849914403823,-1.4867755944966998,-0.976693839874743,0
1.534742036013066,-1.0826015642446671,0.7165669311725459,1.0601148128947668,0
-0.32173776115997005,-0.490016778723012,1.1348123501420793,0.6183288784580171,0
0.30561730121734804,0.21900821641303592,0.6850001775008241,0.776373489348262,0
1.3202539532877064,0.9623593545664288,-0.9173642508585736,0.09173529601817759,0
-0.5807708676347598,1.2966400536242293,0.24118062387211497,-1.7492211075458883,0
-0.8159924370833943,-0.3061074291856382,2.0508671625763597,0.8325092438911484,0
0.6490800269155106,0.7433748466779981,-0.4728497784993016,0.21926293274661635,0
0.7390371308377179,0.6647096044160264,-0.376905978703129,0.2186541976813816,0
1.078923248789576,-0.3053360551852484,0.21225850018715062,0.911833557430651,0
1.418159074423924,0.13805121081657276,-0.8380534856174116,0.6854501774339768,0
1.0253102599459794,1.3506176014292819,-1.301876570316169,-1.076781209902872,0
1.2748057457639568,1.1682454102260182,-1.0960174467725072,0.2638091266676695,0
-0.3065967883672805,1.2611643024951926,-1.2878937926202283,-2.668175112226597,0
-0.23459205156311305,1.2746540313908978,-0.36171905033236657,-0.38117162876913835,0
0.11631359485510948,0.6311716043990797,0.40801738793032394,0.5768381570543243,0
0.7997310804719784,0.832045592278359,-0.46899255752925434,0.7739291113343737,0
-0.5163883154661792,1.3255572625277303,-1.3110483721851365,-2.9952404406872106,0
0.5209001856641083,0.7776767678064419,-0.1095648348396689,-0.49895478557734674,0
1.1805494870759894,0.6731872655314214,-0.9359329294889982,0.22353351595620885,0
0.35854387039246205,0.1553978097142269,0.5632627950252981,0.5866010405928059,0
1.3300083380503556,-1.3667615854993642,0.7208996228529784,0.2729590281520892,0
1.6689190175259485,0.2853389275576639,-0.6837927811770811,1.0222694235677703,0
0.9041752521342681,0.6284699321754923,-0.3904048453802164,-0.1596675670472914,0
0.6887839856345893,0.6890060222060811,-0.5721837688636049,-0.0382508753535735,0
1.547675627661319,0.5671699210334064,-0.9426851762636981,0.30651967764006904,0
1.5115844040395179,-0.30726449018622287,0.21490313017390808,1.1058879146992389,0
0.6940224515256415,0.8058300555984458,-0.4200584624657732,0.7275567122176163,0
1.8658130803275672,0.47656142432095516,-0.8754440521323121,0.7525761952864113,0
0.9014657008113101,-1.222566817648725,1.0400839547653526,1.0125155058945907,0
-0.514939608692171,1.6598193293632995,-0.35159349360647285,-2.7810506375011306,0
0.8112557054322932,-0.37357843233084237,1.0458796332469702,0.4303901851006247,0
-0.052675702055138295,0.5729459099252139,0.2546851174215147,0.322997994289679,0
1.3064171778651341,1.64787607491282,-1.3975896683475393,-1.5051608162750336,0
